id,query,scholar_name,scholar_urdu,scholar_born,scholar_country,scholar_languages,scholar_specialization,scholar_known_for,scholar_books,scholar_youtube,scholar_followers_millions,scholar_style,scholar_audience,category,topic,intent,language,answer,label,label_id
120,Best scholar for Bible Quran,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",recommendation,Bible Quran,recommendation,english,"Bible Quran ke liye Zakir Naik (ذاکر نائک) best choice hain. Woh is topic mein Comparative Religion, Dawah ke expert hain. Unka YouTube channel 'Dr Zakir Naik' pe bohat content available hai. Unka andaz Logical/Debate hai.",Zakir Naik,3
121,Women in Islam ke liye kon sunoon?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",recommendation,Women in Islam,recommendation,english,"Women in Islam ke liye Zakir Naik (ذاکر نائک) best choice hain. Woh is topic mein Comparative Religion, Dawah ke expert hain. Unka YouTube channel 'Dr Zakir Naik' pe bohat content available hai. Unka andaz Logical/Debate hai.",Zakir Naik,3
122,Recommend me a scholar for Comparative Religion,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",recommendation,Comparative Religion,recommendation,english,"Comparative Religion ke liye Zakir Naik (ذاکر نائک) best choice hain. Woh is topic mein Comparative Religion, Dawah ke expert hain. Unka YouTube channel 'Dr Zakir Naik' pe bohat content available hai. Unka andaz Logical/Debate hai.",Zakir Naik,3
123,Bible Quran par kaun se alim sunoon?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",recommendation,Bible Quran,recommendation,english,"Bible Quran ke liye Zakir Naik (ذاکر نائک) best choice hain. Woh is topic mein Comparative Religion, Dawah ke expert hain. Unka YouTube channel 'Dr Zakir Naik' pe bohat content available hai. Unka andaz Logical/Debate hai.",Zakir Naik,3
124,Zakir Naik aur Ibtasim Illahi Zaheer mein farq kya hai?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",comparison,Non Muslim Dawah,comparison,english,"Zakir Naik aur Ibtasim Illahi Zaheer dono ache scholars hain lekin alag style rakhte hain. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye best hai. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Zakir Naik,3
125,Zakir Naik vs Ibtasim Illahi Zaheer style,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",comparison,Women in Islam,comparison,english,"Zakir Naik aur Ibtasim Illahi Zaheer dono ache scholars hain lekin alag style rakhte hain. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye best hai. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Zakir Naik,3
126,Which is better Zakir Naik or Nouman Ali Khan?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",comparison,Non Muslim Dawah,comparison,english,"Zakir Naik aur Nouman Ali Khan dono ache scholars hain lekin alag style rakhte hain. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye best hai. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Zakir Naik,3
127,Zakir Naik aur Ibtasim Illahi Zaheer ka aqeedah,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",comparison,Comparative Religion,comparison,english,"Zakir Naik aur Ibtasim Illahi Zaheer dono ache scholars hain lekin alag style rakhte hain. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye best hai. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Zakir Naik,3
128,Zakir Naik ne Comparative Religion par kya kaha?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",topic,Comparative Religion,information,english,"Zakir Naik ne Comparative Religion par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Zakir Naik' pe available hain. Woh Comparative Religion, Dawah ke expert hain isliye unki baat qabil e amal hai.",Zakir Naik,3
129,Zakir Naik views on Science Islam,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",topic,Science Islam,information,english,"Zakir Naik ne Science Islam par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Zakir Naik' pe available hain. Woh Comparative Religion, Dawah ke expert hain isliye unki baat qabil e amal hai.",Zakir Naik,3
130,ذاکر نائک ka Non Muslim Dawah ke barey mein lecture,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",topic,Non Muslim Dawah,information,english,"Zakir Naik ne Non Muslim Dawah par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Zakir Naik' pe available hain. Woh Comparative Religion, Dawah ke expert hain isliye unki baat qabil e amal hai.",Zakir Naik,3
131,What does Zakir Naik say about Bible Quran?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",topic,Bible Quran,information,english,"Zakir Naik ne Bible Quran par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Zakir Naik' pe available hain. Woh Comparative Religion, Dawah ke expert hain isliye unki baat qabil e amal hai.",Zakir Naik,3
132,Zakir Naik Women in Islam explanation,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",topic,Women in Islam,information,english,"Zakir Naik ne Women in Islam par bohat detail se baat ki hai. Unke is topic ke lectures 'Dr Zakir Naik' pe available hain. Woh Comparative Religion, Dawah ke expert hain isliye unki baat qabil e amal hai.",Zakir Naik,3
133,Javed Ahmad Ghamidi ki zindagi ke barey mein batao,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",biography,Democracy Islam,information,english,"Javed Ahmad Ghamidi (جاوید احمد غامدی) 1951 mein Pakistan mein paida hue. Woh Quran Tafsir, Islamic Law Reform mein mahir hain. Woh Al-Mawrid Institute, Mizan book, modern interpretation of Islam ke liye mashoor hain. Unka andaz Intellectual/Reform hai aur yeh Educated Elite, Doubting Muslims ke liye kaam karte hain.",Javed Ahmad Ghamidi,4
134,Who is Javed Ahmad Ghamidi?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",biography,Quran Interpretation,information,english,"Javed Ahmad Ghamidi (جاوید احمد غامدی) 1951 mein Pakistan mein paida hue. Woh Quran Tafsir, Islamic Law Reform mein mahir hain. Woh Al-Mawrid Institute, Mizan book, modern interpretation of Islam ke liye mashoor hain. Unka andaz Intellectual/Reform hai aur yeh Educated Elite, Doubting Muslims ke liye kaam karte hain.",Javed Ahmad Ghamidi,4
135,جاوید احمد غامدی kab paida hue?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",biography,Democracy Islam,information,english,"Javed Ahmad Ghamidi (جاوید احمد غامدی) 1951 mein Pakistan mein paida hue. Woh Quran Tafsir, Islamic Law Reform mein mahir hain. Woh Al-Mawrid Institute, Mizan book, modern interpretation of Islam ke liye mashoor hain. Unka andaz Intellectual/Reform hai aur yeh Educated Elite, Doubting Muslims ke liye kaam karte hain.",Javed Ahmad Ghamidi,4
136,Javed Ahmad Ghamidi ka background kya hai?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",biography,Democracy Islam,information,english,"Javed Ahmad Ghamidi (جاوید احمد غامدی) 1951 mein Pakistan mein paida hue. Woh Quran Tafsir, Islamic Law Reform mein mahir hain. Woh Al-Mawrid Institute, Mizan book, modern interpretation of Islam ke liye mashoor hain. Unka andaz Intellectual/Reform hai aur yeh Educated Elite, Doubting Muslims ke liye kaam karte hain.",Javed Ahmad Ghamidi,4
137,Tell me about Javed Ahmad Ghamidi,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",biography,Sunnah,information,english,"Javed Ahmad Ghamidi (جاوید احمد غامدی) 1951 mein Pakistan mein paida hue. Woh Quran Tafsir, Islamic Law Reform mein mahir hain. Woh Al-Mawrid Institute, Mizan book, modern interpretation of Islam ke liye mashoor hain. Unka andaz Intellectual/Reform hai aur yeh Educated Elite, Doubting Muslims ke liye kaam karte hain.",Javed Ahmad Ghamidi,4
138,جاوید احمد غامدی ki family ke barey mein,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",biography,Women Rights,information,english,"Javed Ahmad Ghamidi (جاوید احمد غامدی) 1951 mein Pakistan mein paida hue. Woh Quran Tafsir, Islamic Law Reform mein mahir hain. Woh Al-Mawrid Institute, Mizan book, modern interpretation of Islam ke liye mashoor hain. Unka andaz Intellectual/Reform hai aur yeh Educated Elite, Doubting Muslims ke liye kaam karte hain.",Javed Ahmad Ghamidi,4
139,Javed Ahmad Ghamidi early life,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",biography,Quran Interpretation,information,english,"Javed Ahmad Ghamidi (جاوید احمد غامدی) 1951 mein Pakistan mein paida hue. Woh Quran Tafsir, Islamic Law Reform mein mahir hain. Woh Al-Mawrid Institute, Mizan book, modern interpretation of Islam ke liye mashoor hain. Unka andaz Intellectual/Reform hai aur yeh Educated Elite, Doubting Muslims ke liye kaam karte hain.",Javed Ahmad Ghamidi,4
140,Javed Ahmad Ghamidi ki best taqreer kaun si hai?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",lectures,Women Rights,lecture_search,english,"Javed Ahmad Ghamidi ke Women Rights par bohat ache bayans hain. Aap unka YouTube channel 'Ghamidi TV' pe dekh sakte hain. Unke approximately 1.8 million followers hain. Unka style Intellectual/Reform hai jo Educated Elite, Doubting Muslims ko pasand hai.",Javed Ahmad Ghamidi,4
141,Javed Ahmad Ghamidi lectures on Quran Interpretation,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",lectures,Quran Interpretation,lecture_search,english,"Javed Ahmad Ghamidi ke Quran Interpretation par bohat ache bayans hain. Aap unka YouTube channel 'Ghamidi TV' pe dekh sakte hain. Unke approximately 1.8 million followers hain. Unka style Intellectual/Reform hai jo Educated Elite, Doubting Muslims ko pasand hai.",Javed Ahmad Ghamidi,4
142,جاوید احمد غامدی ka bayan YouTube pe,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",lectures,Democracy Islam,lecture_search,english,"Javed Ahmad Ghamidi ke Democracy Islam par bohat ache bayans hain. Aap unka YouTube channel 'Ghamidi TV' pe dekh sakte hain. Unke approximately 1.8 million followers hain. Unka style Intellectual/Reform hai jo Educated Elite, Doubting Muslims ko pasand hai.",Javed Ahmad Ghamidi,4
143,Best Javed Ahmad Ghamidi speech ever,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",lectures,Democracy Islam,lecture_search,english,"Javed Ahmad Ghamidi ke Democracy Islam par bohat ache bayans hain. Aap unka YouTube channel 'Ghamidi TV' pe dekh sakte hain. Unke approximately 1.8 million followers hain. Unka style Intellectual/Reform hai jo Educated Elite, Doubting Muslims ko pasand hai.",Javed Ahmad Ghamidi,4
144,Javed Ahmad Ghamidi ki Quran Interpretation par taqreer,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",lectures,Quran Interpretation,lecture_search,english,"Javed Ahmad Ghamidi ke Quran Interpretation par bohat ache bayans hain. Aap unka YouTube channel 'Ghamidi TV' pe dekh sakte hain. Unke approximately 1.8 million followers hain. Unka style Intellectual/Reform hai jo Educated Elite, Doubting Muslims ko pasand hai.",Javed Ahmad Ghamidi,4
145,Where to watch Javed Ahmad Ghamidi lectures?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",lectures,Democracy Islam,lecture_search,english,"Javed Ahmad Ghamidi ke Democracy Islam par bohat ache bayans hain. Aap unka YouTube channel 'Ghamidi TV' pe dekh sakte hain. Unke approximately 1.8 million followers hain. Unka style Intellectual/Reform hai jo Educated Elite, Doubting Muslims ko pasand hai.",Javed Ahmad Ghamidi,4
146,Javed Ahmad Ghamidi ka mashhoor bayan,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",lectures,Modern Fiqh,lecture_search,english,"Javed Ahmad Ghamidi ke Modern Fiqh par bohat ache bayans hain. Aap unka YouTube channel 'Ghamidi TV' pe dekh sakte hain. Unke approximately 1.8 million followers hain. Unka style Intellectual/Reform hai jo Educated Elite, Doubting Muslims ko pasand hai.",Javed Ahmad Ghamidi,4
147,Javed Ahmad Ghamidi ki kitabein kaun si hain?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",books,Sunnah,recommendation,english,"Javed Ahmad Ghamidi ki mashoor kitabein hain: Mizan, Al-Bayan, Maqamat. Yeh kitabein Quran Tafsir, Islamic Law Reform ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Javed Ahmad Ghamidi,4
148,Javed Ahmad Ghamidi books list,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",books,Women Rights,recommendation,english,"Javed Ahmad Ghamidi ki mashoor kitabein hain: Mizan, Al-Bayan, Maqamat. Yeh kitabein Quran Tafsir, Islamic Law Reform ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Javed Ahmad Ghamidi,4
149,جاوید احمد غامدی ki best book recommend karo,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",books,Sunnah,recommendation,english,"Javed Ahmad Ghamidi ki mashoor kitabein hain: Mizan, Al-Bayan, Maqamat. Yeh kitabein Quran Tafsir, Islamic Law Reform ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Javed Ahmad Ghamidi,4
150,Javed Ahmad Ghamidi written works,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",books,Women Rights,recommendation,english,"Javed Ahmad Ghamidi ki mashoor kitabein hain: Mizan, Al-Bayan, Maqamat. Yeh kitabein Quran Tafsir, Islamic Law Reform ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Javed Ahmad Ghamidi,4
151,Javed Ahmad Ghamidi ki Democracy Islam par likhi kitab,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",books,Democracy Islam,recommendation,english,"Javed Ahmad Ghamidi ki mashoor kitabein hain: Mizan, Al-Bayan, Maqamat. Yeh kitabein Quran Tafsir, Islamic Law Reform ke topics cover karti hain. Aap yeh online ya Islamic bookstores se hasil kar sakte hain.",Javed Ahmad Ghamidi,4
152,"Mujhe Sunnah ke barey mein sunna hai, kaun sa scholar best hai?",Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",recommendation,Sunnah,recommendation,english,"Sunnah ke liye Javed Ahmad Ghamidi (جاوید احمد غامدی) best choice hain. Woh is topic mein Quran Tafsir, Islamic Law Reform ke expert hain. Unka YouTube channel 'Ghamidi TV' pe bohat content available hai. Unka andaz Intellectual/Reform hai.",Javed Ahmad Ghamidi,4
153,Best scholar for Women Rights,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",recommendation,Women Rights,recommendation,english,"Women Rights ke liye Javed Ahmad Ghamidi (جاوید احمد غامدی) best choice hain. Woh is topic mein Quran Tafsir, Islamic Law Reform ke expert hain. Unka YouTube channel 'Ghamidi TV' pe bohat content available hai. Unka andaz Intellectual/Reform hai.",Javed Ahmad Ghamidi,4
154,Women Rights ke liye kon sunoon?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",recommendation,Women Rights,recommendation,english,"Women Rights ke liye Javed Ahmad Ghamidi (جاوید احمد غامدی) best choice hain. Woh is topic mein Quran Tafsir, Islamic Law Reform ke expert hain. Unka YouTube channel 'Ghamidi TV' pe bohat content available hai. Unka andaz Intellectual/Reform hai.",Javed Ahmad Ghamidi,4
155,Recommend me a scholar for Sunnah,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",recommendation,Sunnah,recommendation,english,"Sunnah ke liye Javed Ahmad Ghamidi (جاوید احمد غامدی) best choice hain. Woh is topic mein Quran Tafsir, Islamic Law Reform ke expert hain. Unka YouTube channel 'Ghamidi TV' pe bohat content available hai. Unka andaz Intellectual/Reform hai.",Javed Ahmad Ghamidi,4
156,Sunnah par kaun se alim sunoon?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",recommendation,Sunnah,recommendation,english,"Sunnah ke liye Javed Ahmad Ghamidi (جاوید احمد غامدی) best choice hain. Woh is topic mein Quran Tafsir, Islamic Law Reform ke expert hain. Unka YouTube channel 'Ghamidi TV' pe bohat content available hai. Unka andaz Intellectual/Reform hai.",Javed Ahmad Ghamidi,4
157,Javed Ahmad Ghamidi aur Israr Ahmed mein farq kya hai?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",comparison,Modern Fiqh,comparison,english,"Javed Ahmad Ghamidi aur Israr Ahmed dono ache scholars hain lekin alag style rakhte hain. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye best hai. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Javed Ahmad Ghamidi,4
158,Javed Ahmad Ghamidi vs Nouman Ali Khan style,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",comparison,Sunnah,comparison,english,"Javed Ahmad Ghamidi aur Nouman Ali Khan dono ache scholars hain lekin alag style rakhte hain. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye best hai. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Javed Ahmad Ghamidi,4
159,Which is better Javed Ahmad Ghamidi or Nouman Ali Khan?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",comparison,Sunnah,comparison,english,"Javed Ahmad Ghamidi aur Nouman Ali Khan dono ache scholars hain lekin alag style rakhte hain. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye best hai. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Javed Ahmad Ghamidi,4
